6.125009027380210469e-01 4.262141114736262892e+00 5.837927926672543677e-01 1.854145744936496198e-01 8.029883387154798768e+00 1.738905947296995880e-01 1.089442632519743270e+01 2.413521901149443538e-01 1.080658859294312890e+01 6.285941566120479829e-01
9.883803969704596515e-01 4.699739264592369459e+00 5.073833922076894654e-01 2.978020459628316630e-01 1.058593670023139310e+01 2.055434104881941892e-01 1.977930109016541138e+01 2.737627638250091922e-01 9.186102787581287288e+00 4.013962007617974947e-01
9.883803969704596515e-01 4.699739264592369459e+00 5.073833922076894654e-01 2.978020459628316630e-01 1.058593670023139310e+01 2.055434104881941892e-01 1.977930109016541138e+01 2.737627638250091922e-01 9.186102787581287288e+00 4.013962007617974947e-01
9.883803969704596515e-01 4.699739264592369459e+00 5.073833922076894654e-01 2.978020459628316630e-01 1.058593670023139310e+01 2.055434104881941892e-01 1.977930109016541138e+01 2.737627638250091922e-01 9.186102787581287288e+00 4.013962007617974947e-01
8.734001382683329595e-01 4.475350717609689610e+00 5.390665665045808463e-01 3.593378871136491126e-01 1.174469287578699017e+01 3.331075130005358154e-01 1.612758565284527279e+01 3.231009366252696191e-01 9.633932064269661311e+00 4.666883858358913950e-01
6.192620853283257176e-01 4.416026228419736022e+00 5.289606832828537275e-01 4.272123611569776935e-01 9.438458182677811337e+00 5.356064980023569344e-01 1.253063145199853778e+01 3.989401228412550182e-01 1.160199491199598754e+01 5.623197145772548255e-01
4.353582405676890144e-01 4.265749455969326753e+00 5.634339972218908033e-01 3.714197093675595807e-01 1.006300704541382096e+01 4.769242969441910840e-01 1.113797663901770996e+01 5.619584837378210906e-01 7.690808053095597785e+00 6.361526076953752940e-01
4.353582405676890144e-01 4.265749455969326753e+00 5.634339972218908033e-01 3.714197093675595807e-01 1.006300704541382096e+01 4.769242969441910840e-01 1.113797663901770996e+01 5.619584837378210906e-01 7.690808053095597785e+00 6.361526076953752940e-01
4.293060075316575963e-01 4.278792773169223906e+00 5.464965869032918366e-01 3.602132013171652769e-01 1.024573554101254302e+01 4.855281302911212959e-01 1.141163452634150310e+01 5.616073704856856530e-01 7.865538731584874377e+00 6.430255900714064721e-01
3.646724679380879963e-01 4.166131837174289920e+00 4.993551620084831777e-01 4.409210578184150631e-01 9.665519922329870894e+00 4.778632696128177759e-01 1.141047577912493338e+01 5.919525023064744484e-01 7.882348954194670299e+00 6.428912895425255014e-01
2.933520409391753292e-01 4.141242642172711541e+00 4.746552523374124588e-01 4.982047240415060640e-01 7.918803825860980083e+00 5.291648012648118016e-01 1.042607453692437680e+01 5.582722149237987486e-01 7.082292859746090130e+00 6.874334213511439362e-01
2.933520409391753292e-01 4.141242642172711541e+00 4.746552523374124588e-01 4.982047240415060640e-01 7.918803825860980083e+00 5.291648012648118016e-01 1.042607453692437680e+01 5.582722149237987486e-01 7.082292859746090130e+00 6.874334213511439362e-01
2.933520409391753292e-01 4.141242642172711541e+00 4.746552523374124588e-01 4.982047240415060640e-01 7.918803825860980083e+00 5.291648012648118016e-01 1.042607453692437680e+01 5.582722149237987486e-01 7.082292859746090130e+00 6.874334213511439362e-01
2.933520409391753292e-01 4.141242642172711541e+00 4.746552523374124588e-01 4.982047240415060640e-01 7.918803825860980083e+00 5.291648012648118016e-01 1.042607453692437680e+01 5.582722149237987486e-01 7.082292859746090130e+00 6.874334213511439362e-01
3.651407181445528449e-01 3.969691150101122723e+00 5.228162820830745128e-01 6.022585862189366868e-01 7.224514565278893130e+00 6.094307656016753061e-01 8.299049969073806210e+00 6.981042848938138201e-01 5.651602690745082036e+00 6.764389720181468446e-01
3.651407181445528449e-01 3.969691150101122723e+00 5.228162820830745128e-01 6.022585862189366868e-01 7.224514565278893130e+00 6.094307656016753061e-01 8.299049969073806210e+00 6.981042848938138201e-01 5.651602690745082036e+00 6.764389720181468446e-01
3.651407181445528449e-01 3.969691150101122723e+00 5.228162820830745128e-01 6.022585862189366868e-01 7.224514565278893130e+00 6.094307656016753061e-01 8.299049969073806210e+00 6.981042848938138201e-01 5.651602690745082036e+00 6.764389720181468446e-01
3.750080315485218585e-01 3.970028416143381200e+00 5.275023186766487626e-01 6.122304203272759260e-01 7.207416344565313437e+00 6.064512975489841917e-01 8.231292836622642994e+00 7.033054457255037972e-01 5.442871153078299606e+00 6.780847568287046156e-01
5.107976055209637600e-01 3.996107144804499800e+00 6.322205490018610874e-01 6.526425823182743224e-01 6.384331753405456666e+00 6.466425254167249559e-01 7.972351075755225835e+00 6.665200203425003522e-01 1.990975741349716444e+00 7.219791869148394214e-01
4.715232121703577528e-01 4.030544894385491794e+00 6.351901476460996010e-01 6.169613291361412122e-01 6.682245229708074774e+00 6.481708889977144672e-01 6.624456466183385572e+00 6.739427539920822552e-01 9.821108094537649436e-01 7.391920429824597738e-01
4.715232121703577528e-01 4.030544894385491794e+00 6.351901476460996010e-01 6.169613291361412122e-01 6.682245229708074774e+00 6.481708889977144672e-01 6.624456466183385572e+00 6.739427539920822552e-01 9.821108094537649436e-01 7.391920429824597738e-01
4.715232121703577528e-01 4.030544894385491794e+00 6.351901476460996010e-01 6.169613291361412122e-01 6.682245229708074774e+00 6.481708889977144672e-01 6.624456466183385572e+00 6.739427539920822552e-01 9.821108094537649436e-01 7.391920429824597738e-01
4.715232121703577528e-01 4.030544894385491794e+00 6.351901476460996010e-01 6.169613291361412122e-01 6.682245229708074774e+00 6.481708889977144672e-01 6.624456466183385572e+00 6.739427539920822552e-01 9.821108094537649436e-01 7.391920429824597738e-01
